Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,Profit Margin,Discounted Price,Order Date,Month_Year,Month-Year
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Paper,105.52,4,0.0,48.5392,0.46,105.52,2018-01-29 04:08:33.873295910,2018-01,2018-01
First Class,Corporate,United States,San Jose,California,95123,West,Office Supplies,Storage,80.88,6,0.0,21.0288,0.26,80.88,2018-01-29 08:31:59.807538091,2018-01,2018-01
Standard Class,Home Office,United States,Seattle,Washington,98105,West,Office Supplies,Art,6.63,3,0.0,1.7901,0.27,6.63,2018-01-29 12:55:25.741780272,2018-01,2018-01
Second Class,Consumer,United States,Seattle,Washington,98115,West,Furniture,Chairs,457.568,2,0.2,51.4764,0.11,366.05,2018-01-29 17:18:51.676022454,2018-01,2018-01
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Office Supplies,Labels,14.62,2,0.0,6.8714,0.47,14.62,2018-01-29 21:42:17.610264635,2018-01,2018-01
Standard Class,Consumer,United States,Edmond,Oklahoma,73034,Central,Technology,Phones,944.93,7,0.0,236.2325,0.25,944.93,2018-01-30 02:05:43.544506816,2018-01,2018-01
First Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,5.98,1,0.0,2.691,0.45,5.98,2018-01-30 06:29:09.478748997,2018-01,2018-01
Second Class,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,54.384,2,0.2,1.3596,0.02,43.51,2018-01-30 10:52:35.412991178,2018-01,2018-01
Standard Class,Consumer,United States,Carlsbad,New Mexico,88220,West,Office Supplies,Envelopes,28.4,5,0.0,13.348,0.47,28.4,2018-01-30 15:16:01.347233360,2018-01,2018-01
Standard Class,Consumer,United States,Seattle,Washington,98115,West,Office Supplies,Binders,27.68,2,0.2,9.688,0.35,22.14,2018-01-30 19:39:27.281475541,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,9.936,3,0.2,2.7324,0.28,7.95,2018-01-31 00:02:53.215717722,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Machines,8159.952,8,0.4,-1359.992,-0.17,4895.97,2018-01-31 04:26:19.149959903,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Storage,275.928,3,0.2,-58.6347,-0.21,220.74,2018-01-31 08:49:45.084202085,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Furniture,Chairs,1740.06,9,0.3,-24.858,-0.01,1218.04,2018-01-31 13:13:11.018444266,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Art,32.064,6,0.2,6.8136,0.21,25.65,2018-01-31 17:36:36.952686447,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Office Supplies,Appliances,177.98,5,0.8,-453.849,-2.55,35.6,2018-01-31 22:00:02.886928628,2018-01,2018-01
Standard Class,Consumer,United States,San Antonio,Texas,78207,Central,Technology,Phones,143.976,3,0.2,8.9985,0.06,115.18,2018-02-01 02:23:28.821170810,2018-02,2018-02
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,20.94,3,0.0,9.8418,0.47,20.94,2018-02-01 06:46:54.755412991,2018-02,2018-02
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Office Supplies,Paper,110.96,2,0.0,53.2608,0.48,110.96,2018-02-01 11:10:20.689655172,2018-02,2018-02
Standard Class,Consumer,United States,Los Angeles,California,90004,West,Furniture,Chairs,340.144,7,0.2,21.259,0.06,272.12,2018-02-01 15:33:46.623897353,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Appliances,52.448,2,0.8,-131.12,-2.5,10.49,2018-02-01 19:57:12.558139535,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Labels,20.16,4,0.2,6.552,0.32,16.13,2018-02-02 00:20:38.492381716,2018-02,2018-02
Second Class,Consumer,United States,Houston,Texas,77036,Central,Office Supplies,Appliances,97.264,4,0.8,-243.16,-2.5,19.45,2018-02-02 04:44:04.426623897,2018-02,2018-02
Second Class,Consumer,United States,Newark,Ohio,43055,East,Furniture,Chairs,396.802,7,0.3,-11.3372,-0.03,277.76,2018-02-02 09:07:30.360866078,2018-02,2018-02
Second Class,Consumer,United States,Newark,Ohio,43055,East,Office Supplies,Supplies,15.88,5,0.2,-3.7715,-0.24,12.7,2018-02-02 13:30:56.295108259,2018-02,2018-02
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,3.28,1,0.0,1.4104,0.43,3.28,2018-02-02 17:54:22.229350441,2018-02,2018-02
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Office Supplies,Storage,24.816,2,0.2,1.8612,0.08,19.85,2018-02-02 22:17:48.163592622,2018-02,2018-02
Second Class,Corporate,United States,Decatur,Illinois,62521,Central,Technology,Accessories,408.744,7,0.2,76.6395,0.19,327.0,2018-02-03 02:41:14.097834803,2018-02,2018-02
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,503.96,4,0.0,131.0296,0.26,503.96,2018-02-03 07:04:40.032076984,2018-02,2018-02
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Phones,149.95,5,0.0,41.986,0.28,149.95,2018-02-03 11:28:05.966319166,2018-02,2018-02
Second Class,Home Office,United States,Monroe,Louisiana,71203,South,Technology,Accessories,29.0,2,0.0,7.25,0.25,29.0,2018-02-03 15:51:31.900561347,2018-02,2018-02
Standard Class,Consumer,United States,Fairfield,Connecticut,6824,East,Office Supplies,Binders,7.16,2,0.0,3.4368,0.48,7.16,2018-02-03 20:14:57.834803528,2018-02,2018-02
Standard Class,Home Office,United States,Los Angeles,California,90032,West,Technology,Accessories,176.8,8,0.0,22.984,0.13,176.8,2018-02-04 00:38:23.769045709,2018-02,2018-02
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Storage,37.224,3,0.2,3.7224,0.1,29.78,2018-02-04 05:01:49.703287891,2018-02,2018-02
Standard Class,Corporate,United States,Grand Prairie,Texas,75051,Central,Office Supplies,Paper,20.016,3,0.2,6.255,0.31,16.01,2018-02-04 09:25:15.637530072,2018-02,2018-02
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,899.136,4,0.2,112.392,0.12,719.31,2018-02-04 13:48:41.571772253,2018-02,2018-02
First Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,71.76,6,0.0,20.0928,0.28,71.76,2018-02-04 18:12:07.506014434,2018-02,2018-02
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Paper,51.84,8,0.0,24.8832,0.48,51.84,2018-02-04 22:35:33.440256616,2018-02,2018-02
First Class,Home Office,United States,New York City,New York,10035,East,Furniture,Bookcases,626.352,3,0.2,46.9764,0.08,501.08,2018-02-05 02:58:59.374498797,2018-02,2018-02
First Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Art,19.9,5,0.0,6.567,0.33,19.9,2018-02-05 07:22:25.308740978,2018-02,2018-02
Standard Class,Corporate,United States,Redlands,California,92374,West,Office Supplies,Envelopes,14.28,7,0.0,6.7116,0.47,14.28,2018-02-05 11:45:51.242983159,2018-02,2018-02
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,7.408,2,0.2,1.2038,0.16,5.93,2018-02-05 16:09:17.177225340,2018-02,2018-02
Standard Class,Consumer,United States,Hamilton,Ohio,45011,East,Office Supplies,Art,6.048,3,0.2,1.5876,0.26,4.84,2018-02-05 20:32:43.111467522,2018-02,2018-02
Standard Class,Home Office,United States,Westfield,New Jersey,7090,East,Office Supplies,Storage,46.26,3,0.0,12.0276,0.26,46.26,2018-02-06 00:56:09.045709703,2018-02,2018-02
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Binders,2.946,2,0.7,-2.2586,-0.77,0.88,2018-02-06 05:19:34.979951884,2018-02,2018-02
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19120,East,Office Supplies,Paper,16.056,3,0.2,5.8203,0.36,12.84,2018-02-06 09:43:00.914194065,2018-02,2018-02
Standard Class,Consumer,United States,Akron,Ohio,44312,East,Office Supplies,Paper,21.744,3,0.2,6.795,0.31,17.4,2018-02-06 14:06:26.848436247,2018-02,2018-02
First Class,Consumer,United States,Denver,Colorado,80219,West,Furniture,Tables,218.75,2,0.5,-161.875,-0.74,109.38,2018-02-06 18:29:52.782678428,2018-02,2018-02
First Class,Consumer,United States,Denver,Colorado,80219,West,Office Supplies,Appliances,2.6,1,0.2,0.2925,0.11,2.08,2018-02-06 22:53:18.716920609,2018-02,2018-02
Second Class,Consumer,United States,Dallas,Texas,75220,Central,Office Supplies,Appliances,66.284,2,0.8,-178.9668,-2.7,13.26,2018-02-07 03:16:44.651162790,2018-02,2018-02
Standard Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Furnishings,35.168,7,0.2,9.6712,0.28,28.13,2018-02-07 07:40:10.585404972,2018-02,2018-02
Standard Class,Consumer,United States,Whittier,California,90604,West,Technology,Phones,444.768,4,0.2,44.4768,0.1,355.81,2018-02-07 12:03:36.519647153,2018-02,2018-02
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,83.92,4,0.0,5.8744,0.07,83.92,2018-02-07 16:27:02.453889334,2018-02,2018-02
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Technology,Phones,131.98,2,0.0,35.6346,0.27,131.98,2018-02-07 20:50:28.388131515,2018-02,2018-02
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Binders,15.92,4,0.0,7.4824,0.47,15.92,2018-02-08 01:13:54.322373697,2018-02,2018-02
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Fasteners,52.29,9,0.0,16.2099,0.31,52.29,2018-02-08 05:37:20.256615878,2018-02,2018-02
Standard Class,Consumer,United States,Saginaw,Michigan,48601,Central,Office Supplies,Storage,91.99,1,0.0,3.6796,0.04,91.99,2018-02-08 10:00:46.190858059,2018-02,2018-02
Second Class,Corporate,United States,Dallas,Texas,75220,Central,Technology,Accessories,20.8,2,0.2,6.5,0.31,16.64,2018-02-08 14:24:12.125100240,2018-02,2018-02
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Office Supplies,Labels,23.68,2,0.2,8.88,0.38,18.94,2018-02-08 18:47:38.059342421,2018-02,2018-02
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Furniture,Bookcases,452.45,5,0.5,-244.323,-0.54,226.22,2018-02-08 23:11:03.993584603,2018-02,2018-02
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Phones,62.982,3,0.4,-14.6958,-0.23,37.79,2018-02-09 03:34:29.927826784,2018-02,2018-02
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Machines,1188.0,9,0.7,-950.4,-0.8,356.4,2018-02-09 07:57:55.862068965,2018-02,2018-02
Standard Class,Corporate,United States,Medina,Ohio,44256,East,Technology,Accessories,89.584,2,0.2,4.4792,0.05,71.67,2018-02-09 12:21:21.796311146,2018-02,2018-02
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Office Supplies,Storage,93.06,6,0.0,26.0568,0.28,93.06,2018-02-09 16:44:47.730553328,2018-02,2018-02
Standard Class,Consumer,United States,Los Angeles,California,90032,West,Technology,Phones,302.376,3,0.2,22.6782,0.08,241.9,2018-02-09 21:08:13.664795509,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Fasteners,5.584,2,0.2,1.8148,0.32,4.47,2018-02-10 01:31:39.599037690,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Paper,22.704,6,0.2,8.2302,0.36,18.16,2018-02-10 05:55:05.533279871,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Binders,19.776,4,0.7,-13.8432,-0.7,5.93,2018-02-10 10:18:31.467522053,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Furniture,Furnishings,72.704,4,0.2,19.0848,0.26,58.16,2018-02-10 14:41:57.401764234,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Technology,Machines,479.988,4,0.7,-383.9904,-0.8,144.0,2018-02-10 19:05:23.336006415,2018-02,2018-02
First Class,Consumer,United States,Dublin,Ohio,43017,East,Office Supplies,Art,27.168,2,0.2,2.7168,0.1,21.73,2018-02-10 23:28:49.270248596,2018-02,2018-02
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Art,2.2,1,0.0,0.968,0.44,2.2,2018-02-11 03:52:15.204490777,2018-02,2018-02
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Tables,622.45,5,0.0,136.939,0.22,622.45,2018-02-11 08:15:41.138732959,2018-02,2018-02
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Storage,21.98,1,0.0,0.2198,0.01,21.98,2018-02-11 12:39:07.072975140,2018-02,2018-02
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,161.568,2,0.2,-28.2744,-0.18,129.25,2018-02-11 17:02:33.007217321,2018-02,2018-02
Standard Class,Consumer,United States,Columbia,Tennessee,38401,South,Furniture,Chairs,389.696,8,0.2,43.8408,0.11,311.76,2018-02-11 21:25:58.941459502,2018-02,2018-02
Standard Class,Corporate,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,18.648,7,0.7,-12.432,-0.67,5.59,2018-02-12 01:49:24.875701684,2018-02,2018-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,233.86,2,0.45,-102.048,-0.44,128.62,2018-02-12 06:12:50.809943865,2018-02,2018-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Tables,620.6145,3,0.45,-248.2458,-0.4,341.34,2018-02-12 10:36:16.744186046,2018-02,2018-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Office Supplies,Binders,5.328,2,0.7,-3.552,-0.67,1.6,2018-02-12 14:59:42.678428227,2018-02,2018-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Furniture,Furnishings,258.072,3,0.2,0.0,0.0,206.46,2018-02-12 19:23:08.612670409,2018-02,2018-02
Standard Class,Home Office,United States,Tampa,Florida,33614,South,Technology,Accessories,617.976,3,0.2,-7.7247,-0.01,494.38,2018-02-12 23:46:34.546912590,2018-02,2018-02
Standard Class,Corporate,United States,Santa Clara,California,95051,West,Office Supplies,Paper,10.56,2,0.0,4.752,0.45,10.56,2018-02-13 04:10:00.481154771,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Paper,25.92,5,0.2,9.396,0.36,20.74,2018-02-13 08:33:26.415396952,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,419.68,5,0.6,-356.728,-0.85,167.87,2018-02-13 12:56:52.349639134,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,11.688,3,0.6,-4.6752,-0.4,4.68,2018-02-13 17:20:18.283881315,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,31.984,2,0.2,11.1944,0.35,25.59,2018-02-13 21:43:44.218123496,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Tables,177.225,5,0.5,-120.513,-0.68,88.61,2018-02-14 02:07:10.152365677,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Furniture,Furnishings,4.044,3,0.6,-2.8308,-0.7,1.62,2018-02-14 06:30:36.086607858,2018-02,2018-02
Second Class,Consumer,United States,Chicago,Illinois,60610,Central,Office Supplies,Art,7.408,2,0.2,1.2038,0.16,5.93,2018-02-14 10:54:02.020850040,2018-02,2018-02
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Furniture,Chairs,2001.86,7,0.0,580.5394,0.29,2001.86,2018-02-14 15:17:27.955092221,2018-02,2018-02
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Storage,166.72,2,0.0,41.68,0.25,166.72,2018-02-14 19:40:53.889334402,2018-02,2018-02
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,47.88,6,0.0,23.94,0.5,47.88,2018-02-15 00:04:19.823576583,2018-02,2018-02
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Appliances,1503.25,5,0.0,496.0725,0.33,1503.25,2018-02-15 04:27:45.757818765,2018-02,2018-02
Second Class,Home Office,United States,Lakeville,Minnesota,55044,Central,Office Supplies,Paper,25.92,4,0.0,12.4416,0.48,25.92,2018-02-15 08:51:11.692060946,2018-02,2018-02
Second Class,Consumer,United States,San Francisco,California,94109,West,Furniture,Chairs,321.568,2,0.2,28.1372,0.09,257.25,2018-02-15 13:14:37.626303127,2018-02,2018-02
Standard Class,Consumer,United States,San Diego,California,92037,West,Office Supplies,Paper,7.61,1,0.0,3.5767,0.47,7.61,2018-02-15 17:38:03.560545308,2018-02,2018-02
Standard Class,Consumer,United States,San Diego,California,92037,West,Technology,Accessories,3347.37,13,0.0,636.0003,0.19,3347.37,2018-02-15 22:01:29.494787490,2018-02,2018-02
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Storage,80.58,6,0.0,22.5624,0.28,80.58,2018-02-16 02:24:55.429029671,2018-02,2018-02
First Class,Consumer,United States,New York City,New York,10024,East,Office Supplies,Envelopes,361.92,4,0.0,162.864,0.45,361.92,2018-02-16 06:48:21.363271852,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Furniture,Furnishings,12.132,9,0.6,-8.4924,-0.7,4.85,2018-02-16 11:11:47.297514033,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,82.368,2,0.2,-19.5624,-0.24,65.89,2018-02-16 15:35:13.231756215,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Office Supplies,Storage,53.92,5,0.2,4.044,0.07,43.14,2018-02-16 19:58:39.165998396,2018-02,2018-02
Standard Class,Corporate,United States,Chicago,Illinois,60623,Central,Technology,Phones,647.904,6,0.2,56.6916,0.09,518.32,2018-02-17 00:22:05.100240577,2018-02,2018-02
Second Class,Consumer,United States,New York City,New York,10009,East,Technology,Accessories,20.37,3,0.0,6.9258,0.34,20.37,2018-02-17 04:45:31.034482758,2018-02,2018-02
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Storage,221.55,3,0.0,6.6465,0.03,221.55,2018-02-17 09:08:56.968724939,2018-02,2018-02
Second Class,Consumer,United States,New York City,New York,10009,East,Office Supplies,Binders,17.52,5,0.2,6.132,0.35,14.02,2018-02-17 13:32:22.902967121,2018-02,2018-02
Standard Class,Corporate,United States,Pasadena,Texas,77506,Central,Office Supplies,Appliances,1.624,2,0.8,-4.466,-2.75,0.32,2018-02-17 17:55:48.837209302,2018-02,2018-02
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,3059.982,3,0.4,-509.997,-0.17,1835.99,2018-02-17 22:19:14.771451483,2018-02,2018-02
Second Class,Corporate,United States,Houston,Texas,77036,Central,Technology,Machines,2519.958,7,0.4,-251.9958,-0.1,1511.97,2018-02-18 02:42:40.705693664,2018-02,2018-02
Standard Class,Consumer,United States,Chicago,Illinois,60610,Central,Technology,Phones,328.224,4,0.2,28.7196,0.09,262.58,2018-02-18 07:06:06.639935846,2018-02,2018-02
Standard Class,Consumer,United States,Brentwood,California,94513,West,Technology,Accessories,79.9,2,0.0,35.156,0.44,79.9,2018-02-18 11:29:32.574178027,2018-02,2018-02
Standard Class,Corporate,United States,Chapel Hill,North Carolina,27514,South,Office Supplies,Art,14.016,3,0.2,4.7304,0.34,11.21,2018-02-18 15:52:58.508420208,2018-02,2018-02
